start,end,id,v,a,d,emotion,emo_evo,signal,transcription,path_to_wav
249.83,255.87,Ses04F_impro07_F049,4.0,3.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[ -82  -36 -183 ...  -61  -55  -45],"Well no.  I mean I have some scholarships and some financial aid and stuff but I'll have to, you know, I'll get a job",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
255.93,258.38,Ses04F_impro07_F050,3.5,3.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[ -9   0  11 ... -44 -41 -47],while I'm in school.  It'll be good.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
259.31,262.95,Ses04F_impro07_F051,4.0,3.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[ 21  29  55 ... -19 -32 -43],Yeah.  It will work out.  Maybe I could work at Red Lobster.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
264.12,266.75,Ses04F_impro07_F052,4.5,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-2795 -2229 -1455 ...    60    63    36],I know.  Right down the street.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
295.88,301.19,Ses04F_impro07_F058,4.5,3.5,3.5,exc,"[['exc'], ['exc'], ['exc']]",[247 161  83 ...  83  -8 182],Excellent.  Drive drunk people around because you know that's all campus cruisers for.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
302.82,304.6,Ses04F_impro07_F059,3.5,2.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[220 284 344 ... -35 -32 -28],"Okay.  No, that's dorky.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
305.36,306.6,Ses04F_impro07_F060,4.0,3.0,4.0,exc,"[['exc'], ['hap'], ['exc']]",[   19    35    48 ...  -506  -714 -1042],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
307.32,309.12,Ses04F_impro07_F061,4.0,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[  25  -11   12 ... -209 -206 -175],Student counsel?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
309.43,310.83,Ses04F_impro07_F062,4.0,3.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[ -372    30   432 ...  -933 -1007 -1064],"No, it's dorky.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
311.66,314.29,Ses04F_impro07_F063,4.0,3.5,4.0,exc,"[['exc'], ['hap'], ['exc']]",[-174 -191 -220 ...   59   61   60],Social life.  Hello.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
314.4017,316.2543,Ses04F_impro07_F064,4.0,3.5,3.0,exc,"[['exc'], ['hap'], ['exc']]",[  2  -2  -1 ... -24 -24 -37],[LAUGHTER].,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
316.58,317.72,Ses04F_impro07_F065,4.5,4.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[ 563  -21 -594 ... -224 -260 -308],[LAUGHTER].,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
318.74,328.39,Ses04F_impro07_F066,3.5,3.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[20 32 22 ...  7 14 12],"No.  But I'm thinking I might, you know, like audition for a play or something.  I don't really want to do the sorority thing.  I'm not really feeling that vibe with the",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
337.43,340.94,Ses04F_impro07_F070,4.5,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[  156   117    87 ... -1875 -2016 -2429],What have you heard about the Greek system?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
366.87,377.05,Ses04F_impro07_F074,4.5,4.0,4.5,exc,"[['exc'], ['hap'], ['exc']]",[ 1369  1324  1147 ... -1293 -1033  -835],"Oh, oh, I'm sorry, my bad.  I'll have to, like, sign up for summer lessons from you before I go.  You can teach me how to be cool before I go to college.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
399.61,402.67,Ses04F_impro07_F078,4.5,4.0,4.0,exc,"[['exc'], ['hap'], ['exc']]",[   59    54    46 ...  -763 -1345 -1575],That's what you're saying. I'm right. [LAUGHTER],/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
403.41,404.54,Ses04F_impro07_F079,4.0,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-183 -256 -353 ...   13   19   22],me.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
2.41,5.28,Ses04F_impro07_M000,3.5,3.0,3.0,neu,"[['exc'], ['neu', 'hap'], ['neu']]",[-35 -33 -34 ...   8  34  48],"Hey, what's up?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
6.62,7.98,Ses04F_impro07_M001,3.5,3.5,3.0,exc,"[['exc'], ['neu'], ['exc']]",[864 538 325 ... -26 -22 -40],What?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
18.69,21.4,Ses04F_impro07_M005,4.5,4.5,4.0,exc,"[['exc'], ['exc'], ['exc']]",[179 175 257 ...  50 112 111],That's awesome.  Congratulations.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
22.99,25.84,Ses04F_impro07_M006,4.5,4.5,4.5,exc,"[['exc'], ['exc'], ['exc']]",[ -58  -49  -42 ...  -37  -45 -138],That's amazing.  Wow.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
40.85,45.6,Ses04F_impro07_M009,3.5,3.0,3.5,neu,"[['exc'], ['neu'], ['neu']]",[202 255 270 ...  25  54  72],I know but you should get like a taser or something.  I mean walking around the campus at night-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
55.83,59.18,Ses04F_impro07_M013,4.0,2.5,3.5,neu,"[['exc'], ['neu'], ['neu']]",[-211 -228 -189 ...  -31  -44  -31],"So, um- so what are you going to- what are you going to major in?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
69.21,71.32,Ses04F_impro07_M016,4.0,2.5,2.0,neu,"[['exc'], ['neu'], ['neu']]",[-206 -288 -911 ...   17   -3  -34],they have that as a major?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
71.67,75.2,Ses04F_impro07_M017,4.0,2.5,3.5,neu,"[['exc'], ['neu'], ['neu']]",[ 97 114 147 ...  38  34  33],That's ridiculous.  I don't believe that.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
76.52,78.27,Ses04F_impro07_M018,3.0,2.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[95 85 95 ...  6 -1  6],"Seriously, what's your major?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
82.22,83.86,Ses04F_impro07_M019,3.5,3.0,3.0,neu,"[['exc'], ['neu'], ['neu']]",[-26  73 164 ... -17 -13 -12],So you're undecided?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
83.89,85.33,Ses04F_impro07_M020,3.5,2.5,2.5,neu,"[['exc'], ['neu'], ['neu']]",[ 33  29  36 ... -39 -58 -57],"Hey, that's cool.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
90.36,98.61,Ses04F_impro07_M021,3.5,3.0,4.0,neu,"[['exc'], ['neu'], ['neu']]",[ 394  312  213 ... -160 -185 -198],"No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
101.47,103.24,Ses04F_impro07_M022,3.0,3.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[ -80 -109 -228 ...  -88  -56   -8],"Uh, well-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
103.27,104.84,Ses04F_impro07_M023,3.5,3.5,2.5,neu,"[['exc'], ['neu'], ['neu']]",[-120 -304 -337 ...  372  258  146],You- you- you'll find.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
114.53,120.72,Ses04F_impro07_M026,4.0,3.0,3.0,neu,"[['exc'], ['neu'], ['neu']]",[119  20 -87 ...  34   7 -14],"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
124.31,125.35,Ses04F_impro07_M028,4.0,3.5,3.5,exc,"[['exc'], ['exc'], ['exc']]",[  45   36   -1 ... -108   17  121],That's awesome.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
135.05,137.84,Ses04F_impro07_M031,4.0,3.5,2.5,neu,"[['exc'], ['neu'], ['neu']]",[432 183  27 ... -23 -34 -38],"Oh, that's right. Okay, I see. Right, right, right.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
137.8732,140.69,Ses04F_impro07_M032,4.0,3.0,3.0,neu,"[['exc'], ['neu'], ['neu']]",[-42 -33 -36 ... -36 112  99],A party celebrating your acceptance.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
140.75,141.79,Ses04F_impro07_M033,3.0,3.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[-220  -53   22 ... -221 -235 -217],That's cool.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
141.81,146.29,Ses04F_impro07_M034,3.5,3.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[  1  71  96 ... -10  -3  -5],"Well, that's really cool that you're going to be staying in the same city and everything. so umm",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
146.38,150.89,Ses04F_impro07_M035,3.5,3.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[-18 -31 -17 ... -26 -15 -10],"I don't know are you, like, I don't know.  Are you, like, available or anything?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
153.25,157.6043,Ses04F_impro07_M036,4.0,3.0,4.0,exc,"[['exc'], ['neu'], ['exc']]",[390 375 202 ...   7  61  25],"Well I mean I don't know.  It's like you know I kind of had a crush on you throughout high school and, like",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
157.62,165.92,Ses04F_impro07_M037,3.5,3.5,3.0,exc,"[['exc'], ['neu'], ['exc']]",[-59 -58 -55 ... -76 -47 -71],"I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
166.43,172.88,Ses04F_impro07_M038,3.0,3.0,3.0,exc,"[['exc'], ['neu'], ['exc']]",[ 37  34  24 ... -24 -20  -4],"Movies- movie, we'll go to a movie and a dinner and- and",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
172.93,181.78,Ses04F_impro07_M039,4.0,3.5,4.0,exc,"[['exc'], ['neu'], ['exc']]",[ -15  -13  -18 ...  137 -210 -345],"actually, you know, there's this- there's this really cool restaurant, um, I don't know if you-  it's Red Lobster.  It's like down on",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
181.83,183.22,Ses04F_impro07_M040,4.0,2.5,2.5,exc,"[['exc'], ['neu'], ['exc']]",[ -44 -108  -82 ... -137 -119 -117],Vermont.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
185.33,187.45,Ses04F_impro07_M041,3.5,3.5,2.5,exc,"[['exc'], ['sur'], ['exc']]",[-185 -222 -227 ...   49   33   30],"Wait, you've been there before?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
189.36,192.42,Ses04F_impro07_M042,3.5,3.5,4.0,exc,"[['exc'], ['hap'], ['exc']]",[ 33  40  50 ... -37 -35 -26],"Oh, so well then you know that it's awesome.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
193.56,200.9,Ses04F_impro07_M043,3.5,3.0,4.0,exc,"[['exc'], ['neu'], ['exc', 'hap']]",[-30 -31 -34 ... 167 130 114],"Right, so we'll go there and then- and then we'll get some ice cream and maybe we'll go putt-putt golfing.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
202.25,204.97,Ses04F_impro07_M044,3.5,3.0,3.0,neu,"[['exc'], ['neu'], ['neu']]",[  3   7  10 ... 446 462 541],Okay.  Putt-putt golfing?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
205.55,208.69,Ses04F_impro07_M045,4.0,3.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-171 -183 -165 ...   -8   -7    3],"Yeah, you want to go.  No, you want to go. You want to go.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
208.98,211.34,Ses04F_impro07_M046,3.5,3.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[-26 -36 -47 ...  26  65 149],I can see it in your eyes.  You want to go.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
227.61,232.27,Ses04F_impro07_M049,4.0,4.5,4.0,exc,"[['exc'], ['hap'], ['exc']]",[-60 -71 -72 ... 529 269  62],Good. Alright we're so happy.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
233.38,240.37,Ses04F_impro07_M050,3.0,3.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[133 119 139 ... -44 -37  35],"That's right.  Um, so U.S.C. is a really nice school.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
240.46,243.75,Ses04F_impro07_M051,3.5,3.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[  5 155 203 ... 335 317 196],Are you going to take out loans or-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
277.76,279.3,Ses04F_impro07_M057,3.0,2.5,2.5,neu,"[['exc'], ['neu'], ['neu']]",[-101  -87  -50 ... -137 -161 -196],"But, um-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
280.32,284.39,Ses04F_impro07_M058,3.0,3.5,3.0,neu,"[['exc'], ['neu'], ['neu']]",[-66 -64 -63 ...  11  34  46],"I mean, like, I don't know.  I'm just saying if you need to make some extra cash.  You can, you know",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
284.92,287.7,Ses04F_impro07_M059,3.0,3.0,3.5,neu,"[['neu'], ['neu'], ['neu']]",[ 566  541  453 ... -281 -297 -234],Or library.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
288.75,290.95,Ses04F_impro07_M060,3.5,3.0,3.0,neu,"[['neu'], ['neu'], ['neu']]",[ -9 -14 -16 ... -23 -26 -11],I just said the library,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
291.0026,296.67,Ses04F_impro07_M061,3.5,2.5,3.0,neu,"[['neu'], ['neu'], ['neu']]",[-69 -62 -56 ...  24  95 108],"or, um, campus cruiser.  You can drive people around.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
300.36,303.13,Ses04F_impro07_M062,3.5,2.5,3.0,neu,"[['neu'], ['neu'], ['neu']]",[46 39 29 ... 34 37 43],Right or you can run for student counsel.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
304.32,305.55,Ses04F_impro07_M063,2.5,2.0,2.5,neu,"[['neu'], ['sur'], ['neu']]",[ 2  4 -1 ... 43 41 40],Dorky?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
306.23,307.72,Ses04F_impro07_M064,4.0,3.5,3.5,neu,"[['neu'], ['ang'], ['neu']]",[23 39 94 ... 60 61 57],It's important.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
310.45,312.05,Ses04F_impro07_M066,4.0,2.5,2.5,neu,"[['exc'], ['neu'], ['neu']]",[ 168  200  199 ... -101 -152 -159],Fine.  It's dorky.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
312.4,314.44,Ses04F_impro07_M067,4.0,3.0,3.0,neu,"[['exc'], ['neu'], ['neu']]",[-1003  -894  -877 ...    20    28    32],But that'll fit you  because you're a dork.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
317.6239,318.9403,Ses04F_impro07_M070,3.5,2.5,2.5,exc,"[['exc'], ['hap'], ['exc']]",[ 12  -5  -6 ... 138 133 123],I dork.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
326.23,331.65,Ses04F_impro07_M071,3.0,3.0,3.5,neu,"[['exc'], ['neu'], ['neu']]",[ 41  40  51 ... -22 -12   4],"Yeah, you don't want to do the sorority thing because you'll probably get used and abused by",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
331.92,334.76,Ses04F_impro07_M072,3.0,2.0,3.5,neu,"[['exc'], ['neu'], ['neu']]",[-246 -225 -197 ...  -83  -86  -89],lots of drunk frat boys,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
336.42,337.64,Ses04F_impro07_M073,4.0,2.5,3.0,neu,"[['neu'], ['neu'], ['neu']]",[-20 -15  -5 ...  14   7   4],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
346.81,350.66,Ses04F_impro07_M076,3.5,3.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[-109  310  486 ...   97   52   45],"I mean it's not really free because you have to pay for it, but yeah.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
350.73,355.54,Ses04F_impro07_M077,3.5,2.5,3.5,neu,"[['exc'], ['neu'], ['neu']]",[-29 -34 -30 ... 767 793 664],Well do you think you're going to live on campus or off campus your first year?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
362.7,367.6,Ses04F_impro07_M079,3.5,3.0,3.5,neu,"[['exc'], ['neu'], ['neu']]",[ 81  46 -30 ... 220 283 357],"I hate to break this to you but you meet people by being cool, so-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
375.6,384.01,Ses04F_impro07_M080,3.5,3.0,3.5,neu,"[['exc'], ['neu'], ['neu']]",[195 164 110 ... -13 -20 -14],"No, no, no.  You're right though.  I mean, you know, dorms are definitely the way to meet people.  I know that I was in an apartment off campus",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
390.56,393.11,Ses04F_impro07_M082,3.0,3.0,2.5,neu,"[['exc'], ['neu'], ['neu']]",[ 135  -48  -47 ... -398 -398 -269],"that happened, you know, that was going on.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
32.17,38.47,Ses04F_impro08_F001,4.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[-350 -206 -106 ...  186   76  -40],"Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
51.36,53.74,Ses04F_impro08_F002,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[-25 172 -86 ...   6  13   9],Okay.  Well I'd be happy to-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
59.45,65.4122,Ses04F_impro08_F004,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[-17  -6  -3 ...  43  51  59],"Sir, can- can you tell me which branch you went to.  We can start there.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
66.9,71.5113,Ses04F_impro08_F005,3.5,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[-32 -14  -1 ... -39 -39 -29],"Okay.  Um, and what was the complaint?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
77.87,80.82,Ses04F_impro08_F006,3.5,2.5,2.0,neu,"[['fru'], ['neu'], ['neu']]",[   0   -9  -23 ... 3366 3846 3492],"Can you be a little more specific, sir?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
104.36,118.33,Ses04F_impro08_F008,4.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[  7 -63 -92 ... -21 -29 -31],"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
124.02,131.52,Ses04F_impro08_F009,4.0,3.0,2.5,neu,"[['fru'], ['neu'], ['neu']]",[   32    37    45 ... -1030  -704  -901],"Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
